text,intent,domain,intent_name,domain_name
i wish to know the types of subjects are you familiar with,128,8,what_can_i_ask_you,small_talk
please inform me of the types of subjects are you familiar with,128,8,what_can_i_ask_you,small_talk
what can you be asked about,128,8,what_can_i_ask_you,small_talk
tell me the types of subjects are you familiar with,128,8,what_can_i_ask_you,small_talk
i would like to know the types of subjects are you familiar with,128,8,what_can_i_ask_you,small_talk
what can i ask you all about,128,8,what_can_i_ask_you,small_talk
are you familiar with any types of subjects,128,8,what_can_i_ask_you,small_talk
what skills do you have,128,8,what_can_i_ask_you,small_talk
what are your capabilities,128,8,what_can_i_ask_you,small_talk
what topics are you versed in,128,8,what_can_i_ask_you,small_talk
what sort of stuff do you know,128,8,what_can_i_ask_you,small_talk
what subjects do you know well,128,8,what_can_i_ask_you,small_talk
what can i ask you to accomplish,128,8,what_can_i_ask_you,small_talk
what tasks can you complete for me,128,8,what_can_i_ask_you,small_talk
what type of questions are you partial to that i can ask you,128,8,what_can_i_ask_you,small_talk
i do n't know the answer,144,9,maybe,meta
i'm unsure,144,9,maybe,meta
shit if i know,144,9,maybe,meta
no idea,144,9,maybe,meta
hell if i know,144,9,maybe,meta
either or should work,144,9,maybe,meta
i dont know,144,9,maybe,meta
both would work,144,9,maybe,meta
it could be one or the other,144,9,maybe,meta
i dont have an answer for that,144,9,maybe,meta
not a clue,144,9,maybe,meta
who knows,144,9,maybe,meta
it could be either,144,9,maybe,meta
"sorry , i do not know",144,9,maybe,meta
i'm unsure of the proper answer,144,9,maybe,meta
i do not know that,144,9,maybe,meta
"maybe one , maybe the other",144,9,maybe,meta
"maybe , maybe not",144,9,maybe,meta
it might be either one,144,9,maybe,meta
perhaps either of them,144,9,maybe,meta
i do n't know how to answer to that,144,9,maybe,meta
maybe either,144,9,maybe,meta
i dunno,144,9,maybe,meta
"maybe yes , maybe no",144,9,maybe,meta
"might be true , might be false",144,9,maybe,meta
possibly,144,9,maybe,meta
it depends,144,9,maybe,meta
i'm not sure what the answer is,144,9,maybe,meta
i will know later,144,9,maybe,meta
maybe,144,9,maybe,meta
"one or the other , or both",144,9,maybe,meta
no clue,144,9,maybe,meta
i am not to sure about that,144,9,maybe,meta
either one would work,144,9,maybe,meta
i really do n't know,144,9,maybe,meta
i am not confident on that,144,9,maybe,meta
that i do n't know,144,9,maybe,meta
both maybe,144,9,maybe,meta
i think it could be both,144,9,maybe,meta
i do n't know for sure,144,9,maybe,meta
cant say,144,9,maybe,meta
im not certain,144,9,maybe,meta
im not sure,144,9,maybe,meta
really dont know,144,9,maybe,meta
i'm unsure of the answer,144,9,maybe,meta
it could be possible,144,9,maybe,meta
i ca n't answer yes or no right now,144,9,maybe,meta
i ca n't answer that,144,9,maybe,meta
i do n't know the answer to that,144,9,maybe,meta
i'm not sure,144,9,maybe,meta
i ca n't decide,144,9,maybe,meta
i ca n't tell,144,9,maybe,meta
i 'll have to think about it,144,9,maybe,meta
not sure if that 's a yes or a no,144,9,maybe,meta
not quite sure how to respond,144,9,maybe,meta
i'm torn on how to answer,144,9,maybe,meta
"not sure , maybe",144,9,maybe,meta
that could maybe be it,144,9,maybe,meta
i have no earthly idea at all,144,9,maybe,meta
it may be either one,144,9,maybe,meta
i do n't have that information,144,9,maybe,meta
i ca n't make up my mind,144,9,maybe,meta
it 's either of them,144,9,maybe,meta
i do n't have the answer,144,9,maybe,meta
sorry no idea,144,9,maybe,meta
it could be that one or the other one,144,9,maybe,meta
i'm not sure which one because it could be either of them,144,9,maybe,meta
i'm drawing a blank,144,9,maybe,meta
i have no knowledge about it,144,9,maybe,meta
"no idea , sorry",144,9,maybe,meta
i'm not sure which it is,144,9,maybe,meta
i'm really not sure,144,9,maybe,meta
i'm uncertain,144,9,maybe,meta
i'm unaware of that,144,9,maybe,meta
i have no knowledge of that,144,9,maybe,meta
i am thinking it is either,144,9,maybe,meta
"hmmm , either could be a choice",144,9,maybe,meta
i'm sure it could be either,144,9,maybe,meta
"well , i guess maybe",144,9,maybe,meta
maybe is my answer,144,9,maybe,meta
i know it could be either one,144,9,maybe,meta
maybe is what i am going to answer,144,9,maybe,meta
"hmm , either",144,9,maybe,meta
i'm pretty sure it could be either,144,9,maybe,meta
i have no clue,144,9,maybe,meta
it might be either,144,9,maybe,meta
i do n't know anything about that,144,9,maybe,meta
it 's possible that it could be either,144,9,maybe,meta
i do n't have a clue,144,9,maybe,meta
"it could be either , i think",144,9,maybe,meta
i think it could be either one,144,9,maybe,meta
i do n't really know,144,9,maybe,meta
i'm not sure of that,144,9,maybe,meta
that 's a possibility,144,9,maybe,meta
how is the weather today,144,9,maybe,meta
i have n't a clue,144,9,maybe,meta
i have n't the foggiest,144,9,maybe,meta
that answer 's above my pay scale,144,9,maybe,meta
i really do n't have a clue,144,9,maybe,meta
i have no idea,144,9,maybe,meta
how do i change a car 's oil,68,4,oil_change_how,auto
can you find instructions on how to change oil in a car,68,4,oil_change_how,auto
what do i need to change my oil,68,4,oil_change_how,auto
how do i change the oil in a car,68,4,oil_change_how,auto
how do i change the oil in my passat,68,4,oil_change_how,auto
please tell me how to change the oil in my car,68,4,oil_change_how,auto
tell me how to change the oil in 2014 odyssey,68,4,oil_change_how,auto
find instructions for how to change the oil in a 2015 passat,68,4,oil_change_how,auto
give me instructions for changing the oil in a 2015 passat,68,4,oil_change_how,auto
do i need to go under the car to change oil,68,4,oil_change_how,auto
what way can i change oil at home,68,4,oil_change_how,auto
how do i switch out my oil,68,4,oil_change_how,auto
what is the way to change motor oil,68,4,oil_change_how,auto
i need step by step instructions on how to change the oil in my car,68,4,oil_change_how,auto
what kind of oil do i need to change the oil in my car,68,4,oil_change_how,auto
give me instructions on how to change the oil in my car,68,4,oil_change_how,auto
can you tell me the steps to change the oil in my car,68,4,oil_change_how,auto
is it easy to change the oil in my car,68,4,oil_change_how,auto
how do i change the oil in my car,68,4,oil_change_how,auto
can you tell me how to change the oil in my car,68,4,oil_change_how,auto
do i need any tools to change the oil in my car,68,4,oil_change_how,auto
what do i need to change the oil in my car,68,4,oil_change_how,auto
please explain the steps to change oil,68,4,oil_change_how,auto
i want to change the oil in my car,68,4,oil_change_how,auto
do you know how to change car oil,68,4,oil_change_how,auto
can you show me how to change the oil for my car,68,4,oil_change_how,auto
search for how to change my oil,68,4,oil_change_how,auto
i need to know how to change my oil,68,4,oil_change_how,auto
find instructions on how to change my oil,68,4,oil_change_how,auto
show me how to change my oil,68,4,oil_change_how,auto
what oil should i use and how do i change it,68,4,oil_change_how,auto
how do i change my oil with the correct type,68,4,oil_change_how,auto
what oil do i need and how is it changed,68,4,oil_change_how,auto
how do i change my oil and choose the right oil,68,4,oil_change_how,auto
how do i choose the correct oil and how do i change it,68,4,oil_change_how,auto
teach me how to change my oil,68,4,oil_change_how,auto
i want a lesson on changing my oil,68,4,oil_change_how,auto
give me instructions on how to change my oil,68,4,oil_change_how,auto
i would like to know how to perform an oil change,68,4,oil_change_how,auto
i intend to learn how to change oil,68,4,oil_change_how,auto
i intend to learn how to change oil in my car,68,4,oil_change_how,auto
i want manual on how to change oil,68,4,oil_change_how,auto
give me manual on how to change oil,68,4,oil_change_how,auto
i want to learn the process of changing oil,68,4,oil_change_how,auto
i want to learn to change oil,68,4,oil_change_how,auto
what is the way i can change my oil,68,4,oil_change_how,auto
i want to practive changing oil,68,4,oil_change_how,auto
get me instruction to change oil,68,4,oil_change_how,auto
give me instruction mannual on how to change oil,68,4,oil_change_how,auto
what kind of oil does my car take and how do i do a change,68,4,oil_change_how,auto
"can you assist with an oil change , and what type of oil do i get",68,4,oil_change_how,auto
"i want to change my oil if you can tell me what to do , and what kind do i get",68,4,oil_change_how,auto
i should use what kind of oil and can you help me change it,68,4,oil_change_how,auto
how do i do an oil change and what type do i use,68,4,oil_change_how,auto
how do i change the oil for my car,68,4,oil_change_how,auto
what do i do to change my car 's oil,68,4,oil_change_how,auto
can you give me instructions on how to change the oil for my car,68,4,oil_change_how,auto
can you tell me how to change my car 's oil,68,4,oil_change_how,auto
what steps do i take to change the oil for my car,68,4,oil_change_how,auto
i need to know how to change my car 's oil,68,4,oil_change_how,auto
tell me the procedure for changing oil in a car,68,4,oil_change_how,auto
what actions do i take to change a car 's oil,68,4,oil_change_how,auto
how do i go about changing the oil in my car,68,4,oil_change_how,auto
what are the steps to change the oil in my car,68,4,oil_change_how,auto
what kind of oil do i need to use for my car,68,4,oil_change_how,auto
how can i change my car oil,68,4,oil_change_how,auto
how do i change my oil and what kind do i need,68,4,oil_change_how,auto
how can my oil be changed in my car,68,4,oil_change_how,auto
what kind of oil should i use for my current car,68,4,oil_change_how,auto
